product_code,product_label,angle,distance_m,lower_dbsm,upper_dbsm
toddler,幼儿,common,4.900000000000002,-18.682363873367414,-8.550734828944691
toddler,幼儿,common,5.000000000000003,-18.609889642422893,-8.474596875532464
toddler,幼儿,common,5.100000000000003,-18.537592750014312,-8.398718133452341
toddler,幼儿,common,5.200000000000003,-18.465474339302848,-8.32309916920829
toddler,幼儿,common,5.3000000000000025,-18.393535553449667,-8.24774054930427
toddler,幼儿,common,5.400000000000003,-18.321777535615936,-8.172642840244247
toddler,幼儿,common,5.5000000000000036,-18.25020142896283,-8.09780660853219
toddler,幼儿,common,5.600000000000003,-18.178808376651514,-8.023232420672063
toddler,幼儿,common,5.700000000000003,-18.107599521843166,-7.94892084316783
toddler,幼儿,common,5.800000000000003,-18.036576007698947,-7.874872442523457
toddler,幼儿,common,5.900000000000004,-17.965738977380035,-7.801087785242908
toddler,幼儿,common,6.0000000000000036,-17.895089574047596,-7.727567437830151
toddler,幼儿,common,6.100000000000003,-17.8246289408628,-7.654311966789151
toddler,幼儿,common,6.200000000000004,-17.754358220986816,-7.58132193862387
toddler,幼儿,common,6.300000000000004,-17.68427855758082,-7.508597919838276
toddler,幼儿,common,6.400000000000004,-17.614391093805978,-7.436140476936336
toddler,幼儿,common,6.5000000000000036,-17.544696972823456,-7.363950176422011
toddler,幼儿,common,6.600000000000004,-17.47519733779443,-7.2920275847992695
toddler,幼儿,common,6.700000000000005,-17.40589333188007,-7.220373268572074
toddler,幼儿,common,6.800000000000004,-17.33678609824154,-7.148987794244394
toddler,幼儿,common,6.900000000000004,-17.26787678004002,-7.077871728320192
toddler,幼儿,common,7.000000000000004,-17.19916652043667,-7.007025637303433
toddler,幼儿,common,7.100000000000005,-17.13065646259266,-6.936450087698082
toddler,幼儿,common,7.200000000000005,-17.062347749669172,-6.866145646008108
toddler,幼儿,common,7.300000000000004,-16.99424152482737,-6.796112878737473
toddler,幼儿,common,7.400000000000005,-16.92633893122842,-6.726352352390142
toddler,幼儿,common,7.500000000000005,-16.858641112033492,-6.656864633470081
toddler,幼儿,common,7.600000000000005,-16.79114921040376,-6.587650288481257
toddler,幼儿,common,7.700000000000005,-16.723864369500397,-6.518709883927634
toddler,幼儿,common,7.800000000000005,-16.656787732484567,-6.450043986313177
toddler,幼儿,common,7.900000000000006,-16.58992044251744,-6.381653162141849
toddler,幼儿,common,8.000000000000005,-16.523263642760188,-6.313537977917622
toddler,幼儿,common,8.100000000000005,-16.456818476373982,-6.245699000144455
toddler,幼儿,common,8.200000000000006,-16.390586086519995,-6.178136795326315
toddler,幼儿,common,8.300000000000006,-16.32456761635939,-6.110851929967168
toddler,幼儿,common,8.400000000000006,-16.25876420905334,-6.043844970570982
toddler,幼儿,common,8.500000000000005,-16.19317700776302,-5.977116483641717
toddler,幼儿,common,8.600000000000005,-16.12780715564959,-5.910667035683341
toddler,幼儿,common,8.700000000000006,-16.062655795874228,-5.844497193199819
toddler,幼儿,common,8.800000000000006,-15.997724071598103,-5.778607522695117
toddler,幼儿,common,8.900000000000006,-15.933013125982384,-5.712998590673199
toddler,幼儿,common,9.000000000000007,-15.868524102188239,-5.6476709636380305
toddler,幼儿,common,9.100000000000007,-15.804258143376842,-5.582625208093578
toddler,幼儿,common,9.200000000000006,-15.74021639270936,-5.5178618905438075
toddler,幼儿,common,9.300000000000006,-15.676399993346966,-5.4533815774926815
toddler,幼儿,common,9.400000000000006,-15.612810088450827,-5.3891848354441665
toddler,幼儿,common,9.500000000000007,-15.549447821182113,-5.325272230902228
toddler,幼儿,common,9.600000000000007,-15.486314334701998,-5.261644330370833
toddler,幼儿,common,9.700000000000006,-15.42341077217165,-5.1983017003539445
toddler,幼儿,common,9.800000000000008,-15.360738276752237,-5.135244907355528
toddler,幼儿,common,9.900000000000007,-15.29829799160493,-5.072474517879549
toddler,幼儿,common,10.000000000000007,-15.236091059890901,-5.009991098429975
toddler,幼儿,common,10.100000000000007,-15.17411862477132,-4.947795215510768
toddler,幼儿,common,10.200000000000006,-15.112381829407354,-4.885887435625894
toddler,幼儿,common,10.300000000000008,-15.050881816960175,-4.824268325279319
toddler,幼儿,common,10.400000000000007,-14.989619730590956,-4.762938450975011
toddler,幼儿,common,10.500000000000007,-14.928596713460863,-4.7018983792169315
toddler,幼儿,common,10.600000000000009,-14.867813908731065,-4.6411486765090455
toddler,幼儿,common,10.700000000000008,-14.807272459562736,-4.580689909355321
toddler,幼儿,common,10.800000000000008,-14.746973509117046,-4.520522644259723
toddler,幼儿,common,10.900000000000007,-14.686918200555162,-4.460647447726215
toddler,幼儿,common,11.000000000000007,-14.627107677038255,-4.401064886258764
toddler,幼儿,common,11.100000000000009,-14.567543081727496,-4.341775526361333
toddler,幼儿,common,11.200000000000008,-14.508225557784055,-4.28277993453789
toddler,幼儿,common,11.300000000000008,-14.449156248369103,-4.2240786772924
toddler,幼儿,common,11.40000000000001,-14.390336296643808,-4.165672321128826
toddler,幼儿,common,11.500000000000009,-14.33176684576934,-4.107561432551135
toddler,幼儿,common,11.600000000000009,-14.273449038906874,-4.049746578063292
toddler,幼儿,common,11.700000000000008,-14.215384019217574,-3.9922283241692647
toddler,幼儿,common,11.800000000000008,-14.157572929862612,-3.9350072373730143
toddler,幼儿,common,11.90000000000001,-14.100016914003158,-3.8780838841785084
toddler,幼儿,common,12.000000000000009,-14.042717114800382,-3.8214588310897124
toddler,幼儿,common,12.100000000000009,-13.985674675415455,-3.765132644610592
toddler,幼儿,common,12.20000000000001,-13.928890739009546,-3.709105891245109
toddler,幼儿,common,12.30000000000001,-13.872366448743827,-3.6533791374972324
toddler,幼儿,common,12.40000000000001,-13.816102947779468,-3.597952949870928
toddler,幼儿,common,12.500000000000009,-13.760101379277636,-3.5428278948701575
toddler,幼儿,common,12.600000000000009,-13.704362886399505,-3.4880045389988883
toddler,幼儿,common,12.70000000000001,-13.648888612306239,-3.433483448761086
toddler,幼儿,common,12.80000000000001,-13.593679700159015,-3.3792651906607176
toddler,幼儿,common,12.90000000000001,-13.538737293119,-3.3253503312017454
toddler,幼儿,common,13.00000000000001,-13.484062534347363,-3.2717394368881347
toddler,幼儿,common,13.10000000000001,-13.429656567005276,-3.218433074223851
toddler,幼儿,common,13.20000000000001,-13.37552053425391,-3.165431809712862
toddler,幼儿,common,13.30000000000001,-13.321655579254433,-3.1127362098591327
toddler,幼儿,common,13.40000000000001,-13.268062845168014,-3.0603468411666253
toddler,幼儿,common,13.50000000000001,-13.214743475155824,-3.008264270139307
toddler,幼儿,common,13.60000000000001,-13.161698612379038,-2.956489063281145
toddler,幼儿,common,13.70000000000001,-13.108929399998818,-2.9050217870961
toddler,幼儿,common,13.800000000000011,-13.056436981176338,-2.853863008088142
toddler,幼儿,common,13.900000000000011,-13.00422249907277,-2.803013292761232
toddler,幼儿,common,14.00000000000001,-12.95228709684928,-2.7524732076193406
toddler,幼儿,common,14.10000000000001,-12.900631917667043,-2.7022433191664295
toddler,幼儿,common,14.20000000000001,-12.849258104687223,-2.6523241939064643
toddler,幼儿,common,14.300000000000011,-12.798166801070995,-2.602716398343409
toddler,幼儿,common,14.400000000000011,-12.747359149979529,-2.553420498981234
toddler,幼儿,common,14.50000000000001,-12.696836294573991,-2.5044370623239
toddler,幼儿,common,14.600000000000012,-12.646599378015553,-2.4557666548753723
toddler,幼儿,common,14.700000000000012,-12.596649543465388,-2.407409843139618
toddler,幼儿,common,14.800000000000011,-12.546987934084662,-2.359367193620601
toddler,幼儿,common,14.900000000000011,-12.497615693034549,-2.3116392728222905
toddler,幼儿,common,15.00000000000001,-12.448533963476216,-2.2642266472486465
toddler,幼儿,common,15.100000000000012,-12.399743888570832,-2.2171298834036364
toddler,幼儿,common,15.200000000000012,-12.35124661147957,-2.1703495477912274
toddler,幼儿,common,15.300000000000011,-12.3030432753636,-2.1238862069153814
toddler,幼儿,common,15.400000000000013,-12.25513502338409,-2.077740427280066
toddler,幼儿,common,15.500000000000012,-12.207522998702213,-2.0319127753892463
toddler,幼儿,common,15.600000000000012,-12.160208344479136,-1.9864038177468863
toddler,幼儿,common,15.700000000000012,-12.113192203876032,-1.941214120856955
toddler,幼儿,common,15.800000000000011,-12.066475720054068,-1.8963442512234128
toddler,幼儿,common,15.900000000000013,-12.020060036174415,-1.8517947753502266
toddler,幼儿,common,16.000000000000014,-11.973946295398246,-1.807566259741364
toddler,幼儿,common,16.100000000000012,-11.928135640886726,-1.7636592709007886
toddler,幼儿,common,16.200000000000014,-11.882629215801032,-1.720074375332464
toddler,幼儿,common,16.30000000000001,-11.837428163302327,-1.676812139540358
toddler,幼儿,common,16.400000000000013,-11.792533626551783,-1.6338731300284355
toddler,幼儿,common,16.500000000000014,-11.747946748710573,-1.5912579133006606
toddler,幼儿,common,16.600000000000012,-11.703668672939866,-1.5489670558610005
toddler,幼儿,common,16.700000000000014,-11.659700542400829,-1.507001124213419
toddler,幼儿,common,16.80000000000001,-11.616043500254635,-1.465360684861885
toddler,幼儿,common,16.900000000000013,-11.572698689662454,-1.424046304310357
toddler,幼儿,common,17.000000000000014,-11.529667253785457,-1.383058549062806
toddler,幼儿,common,17.100000000000016,-11.48695033578481,-1.3423979856231938
toddler,幼儿,common,17.200000000000014,-11.444549078821687,-1.3020651804954877
toddler,幼儿,common,17.30000000000001,-11.402464626057256,-1.2620607001836532
toddler,幼儿,common,17.400000000000013,-11.360698120652689,-1.2223851111916542
toddler,幼儿,common,17.500000000000014,-11.319250705769152,-1.1830389800234578
toddler,幼儿,common,17.600000000000016,-11.278123524567821,-1.1440228731830278
toddler,幼儿,common,17.700000000000014,-11.237317720209864,-1.1053373571743315
toddler,幼儿,common,17.800000000000015,-11.196834435856449,-1.0669829985013308
toddler,幼儿,common,17.900000000000013,-11.156674814668747,-1.0289603636679931
toddler,幼儿,common,18.000000000000014,-11.116839999807926,-0.991270019178284
toddler,幼儿,common,18.100000000000016,-11.077331134435159,-0.9539125315361687
toddler,幼儿,common,18.200000000000014,-11.03814936171162,-0.9168884672456112
toddler,幼儿,common,18.300000000000015,-10.99929582479847,-0.8801983928105788
toddler,幼儿,common,18.400000000000013,-10.960771666856887,-0.8438428747350368
toddler,幼儿,common,18.500000000000014,-10.922578031048033,-0.8078224795229492
toddler,幼儿,common,18.600000000000016,-10.884716060533087,-0.7721377736782795
toddler,幼儿,common,18.700000000000014,-10.847186898473213,-0.736789323704997
toddler,幼儿,common,18.800000000000015,-10.809991688029585,-0.7017776961070634
toddler,幼儿,common,18.900000000000016,-10.773131572363368,-0.667103457388448
toddler,幼儿,common,19.000000000000014,-10.736607694635737,-0.6327671740531127
toddler,幼儿,common,19.100000000000016,-10.70042119800786,-0.5987694126050247
toddler,幼儿,common,19.200000000000017,-10.664573225640908,-0.5651107395481496
toddler,幼儿,common,19.300000000000015,-10.629064920696049,-0.5317917213864511
toddler,幼儿,common,19.400000000000016,-10.593897426334456,-0.49881292462389304
toddler,幼儿,common,19.500000000000014,-10.559071885717296,-0.46617491576444614
toddler,幼儿,common,19.600000000000016,-10.524589442005741,-0.43387826131206886
toddler,幼儿,common,19.700000000000017,-10.490451238360961,-0.40192352777073204
toddler,幼儿,common,19.800000000000015,-10.456658417944126,-0.3703112816443994
toddler,幼儿,common,19.900000000000016,-10.423212123916406,-0.33904208943703473
toddler,幼儿,common,20.000000000000014,-10.390113499438971,-0.30811651765260706
toddler,幼儿,common,20.100000000000016,-10.357363687672992,-0.27753513279507835
toddler,幼儿,common,20.200000000000017,-10.324963831779636,-0.24729850136841058
toddler,幼儿,common,20.300000000000015,-10.292915074920074,-0.21740718987657814
toddler,幼儿,common,20.400000000000016,-10.26121856025548,-0.18786176482353945
toddler,幼儿,common,20.500000000000018,-10.22987543094702,-0.15866279271326178
toddler,幼儿,common,20.600000000000016,-10.198886830155868,-0.12981084004971066
toddler,幼儿,common,20.700000000000017,-10.168253901043188,-0.10130647333684983
toddler,幼儿,common,20.80000000000002,-10.137977786770156,-0.07315025907865014
toddler,幼儿,common,20.900000000000016,-10.108059630497937,-0.04534276377906998
toddler,幼儿,common,21.000000000000018,-10.078500575387707,-0.017884553942074888
toddler,幼儿,common,21.100000000000016,-10.049301764600633,0.009223803928364305
toddler,幼儿,common,21.200000000000017,-10.020464341297883,0.03598174332828563
toddler,幼儿,common,21.30000000000002,-9.991989448640627,0.062388697753723577
toddler,幼儿,common,21.400000000000016,-9.96387822979004,0.08844410070071262
toddler,幼儿,common,21.500000000000018,-9.936131827907289,0.11414738566528904
toddler,幼儿,common,21.600000000000016,-9.908751386153543,0.13949798614348552
toddler,幼儿,common,21.700000000000017,-9.881738047689977,0.16449533563133656
toddler,幼儿,common,21.80000000000002,-9.855092955677755,0.18913886762487664
toddler,幼儿,common,21.900000000000016,-9.828817253278048,0.21342801562014024
toddler,幼儿,common,22.000000000000018,-9.80291208365203,0.2373622131131654
toddler,幼儿,common,22.10000000000002,-9.777378589960865,0.26094089359998307
toddler,幼儿,common,22.200000000000017,-9.752217915365732,0.28416349057663126
toddler,幼儿,common,22.30000000000002,-9.727431203027791,0.3070294375391427
toddler,幼儿,common,22.40000000000002,-9.70301959610822,0.32953816798355184
toddler,幼儿,common,22.500000000000018,-9.678984237768184,0.3516891154058932
toddler,幼儿,common,22.60000000000002,-9.655326271168855,0.37348171330220126
toddler,幼儿,common,22.700000000000017,-9.632046839471407,0.39491539516851404
toddler,幼儿,common,22.80000000000002,-9.609147085837003,0.4159895945008607
toddler,幼儿,common,22.90000000000002,-9.586628153426815,0.43670374479528107
toddler,幼儿,common,23.000000000000018,-9.564491185402014,0.4570572795478043
toddler,幼儿,common,23.10000000000002,-9.542737324923774,0.47704963225447017
toddler,幼儿,common,23.200000000000017,-9.521367715153259,0.496680236411315
toddler,幼儿,common,23.30000000000002,-9.500383499251646,0.5159485255143679
toddler,幼儿,common,23.40000000000002,-9.479785820380096,0.5348539330596651
toddler,幼儿,common,23.500000000000018,-9.459575821699785,0.5533958925432394
toddler,幼儿,common,23.60000000000002,-9.439754646371881,0.5715738374611288
toddler,幼儿,common,23.70000000000002,-9.420323437557556,0.5893872013093695
toddler,幼儿,common,23.80000000000002,-9.40128333841798,0.6068354175839907
toddler,幼儿,common,23.90000000000002,-9.38263549211432,0.6239179197810323
toddler,幼儿,common,24.00000000000002,-9.364381041807748,0.6406341413965322
toddler,幼儿,common,24.10000000000002,-9.346521130659436,0.6569835159265107
toddler,幼儿,common,24.20000000000002,-9.329056901830555,0.6729654768670184
toddler,幼儿,common,24.30000000000002,-9.311989498482268,0.6885794577140789
toddler,幼儿,common,24.40000000000002,-9.295320063775751,0.7038248919637304
toddler,幼儿,common,24.50000000000002,-9.279049740872171,0.7187012131120127
toddler,幼儿,common,24.60000000000002,-9.2631796729327,0.7332078546549514
toddler,幼儿,common,24.70000000000002,-9.24771100311851,0.7473442500885898
toddler,幼儿,common,24.80000000000002,-9.232644874590768,0.761109832908959
toddler,幼儿,common,24.90000000000002,-9.217982430510645,0.7745040366120914
toddler,幼儿,common,25.00000000000002,-9.203724814039312,0.7875262946940251
toddler,幼儿,common,25.10000000000002,-9.197009161081592,0.7945303490317587
toddler,幼儿,common,25.20000000000002,-9.190442738646087,0.8013787641944123
toddler,幼儿,common,25.300000000000022,-9.184023869985362,0.8080732889367622
toddler,幼儿,common,25.40000000000002,-9.177750878351972,0.8146156720135841
toddler,幼儿,common,25.50000000000002,-9.17162208699848,0.8210076621796546
toddler,幼儿,common,25.600000000000023,-9.165635819177442,0.8272510081897497
toddler,幼儿,common,25.70000000000002,-9.159790398141421,0.8333474587986455
toddler,幼儿,common,25.800000000000022,-9.154084147142973,0.8392987627611185
toddler,幼儿,common,25.90000000000002,-9.148515389434658,0.8451066688319444
toddler,幼儿,common,26.00000000000002,-9.143082448269038,0.8507729257658997
toddler,幼儿,common,26.100000000000023,-9.137783646898667,0.8562992823177608
toddler,幼儿,common,26.20000000000002,-9.132617308576108,0.8616874872423033
toddler,幼儿,common,26.300000000000022,-9.127581756553923,0.8669392892943039
toddler,幼儿,common,26.40000000000002,-9.122675314084663,0.8720564372285383
toddler,幼儿,common,26.50000000000002,-9.117896304420897,0.8770406797997832
toddler,幼儿,common,26.600000000000023,-9.113243050815178,0.8818937657628145
toddler,幼儿,common,26.70000000000002,-9.108713876520069,0.8866174438724083
toddler,幼儿,common,26.800000000000022,-9.104307104788127,0.891213462883341
toddler,幼儿,common,26.900000000000023,-9.100021058871912,0.8956835715503888
toddler,幼儿,common,27.00000000000002,-9.095854062023983,0.9000295186283275
toddler,幼儿,common,27.100000000000023,-9.091804437496899,0.9042530528719337
toddler,幼儿,common,27.200000000000024,-9.087870508543222,0.9083559230359834
