timestamp,relative_time_s,run_key,run_label,tracking_mode,segment_index,speed_sign,speed_mps,nominal_speed_abs_mps,lookahead_base_m,arrival_dist_m,slow_down_dist_m,stanley_gain,stanley_softening_distance_m,stanley_term_rad,lateral_pid_kp,lateral_pid_ki,lateral_pid_kd,heading_pid_kp,heading_pid_ki,heading_pid_kd,yaw_rate_pid_kp,yaw_rate_pid_ki,yaw_rate_pid_kd,cmd_v_mps,cmd_w_radps,desired_v_mps,desired_w_radps,feedback_v_mps,feedback_w_radps,lateral_error_m,stanley_lateral_pd_output_radps,heading_error_rad,yaw_rate_error_radps,lateral_pid_output_radps,heading_pid_output_radps,yaw_rate_pid_output_radps,path_curvature_inv_m,path_ff_w_radps,profile_speed_mps,path_s_m,dist_to_goal_m,pose_age_s,segment_kind,segment_trajectory_name,motion_direction
1775480060.588644,0.000000,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.040984,0.004099,2.500000,0.004099,0.000000,0.000000,0.000000,,0.000000,0.000000,,,,0.040987,0.004099,2.500000,0.000000,62.827006,0.000000,circle,预设轨迹15,forward
1775480060.610394,0.021750,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.081295,0.004234,2.499948,0.005235,0.000000,0.000000,0.000030,,0.000001,0.000000,,,,0.042342,0.008130,2.500000,0.000008,62.826998,0.000000,circle,预设轨迹15,forward
1775480060.642372,0.053728,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.120944,0.004464,2.499927,0.006145,0.000000,0.000000,0.000041,,0.000002,0.000000,,,,0.036906,0.012095,2.500000,0.000009,62.826998,0.000000,circle,预设轨迹15,forward
1775480060.663138,0.074493,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.159943,0.004790,2.499873,0.007165,0.000000,0.000000,0.000046,,0.000013,0.000000,,,,0.029948,0.015996,2.500000,0.000011,62.826996,0.000000,circle,预设轨迹15,forward
1775480060.693589,0.104945,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.198302,0.005237,2.499856,0.008468,0.000000,0.000000,0.000082,,0.000003,0.000000,,,,0.026411,0.019832,2.500000,0.000006,62.827001,0.000000,circle,预设轨迹15,forward
1775480060.713949,0.125305,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.236031,0.005766,2.499744,0.009554,0.000000,0.000000,0.000105,,-0.000022,0.000000,,,,0.024429,0.023605,2.500000,0.000014,62.826992,0.000000,circle,预设轨迹15,forward
1775480060.738119,0.149475,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.273126,0.006371,2.498844,0.010680,0.000000,0.000000,0.000118,,-0.000242,0.000000,,,,0.023328,0.027315,2.500000,0.000149,62.826858,0.000000,circle,预设轨迹15,forward
1775480060.758472,0.169827,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.309623,0.006979,2.499442,0.011267,0.000000,0.000000,0.000029,,0.000128,0.000000,,,,0.022539,0.030965,2.500000,0.000713,62.826294,0.000000,circle,预设轨迹15,forward
1775480060.788834,0.200190,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.345492,0.007715,2.497614,0.012882,0.000000,0.000000,0.000000,,0.000597,0.000000,,,,0.022331,0.034552,2.500000,0.001903,62.825103,0.000000,circle,预设轨迹15,forward
1775480060.809331,0.220687,1775480100.062021|完整运动,完整运动,circle_orbit,1,1.000000,2.500000,2.500000,,,,,,,,,,,,,,,,0.380752,0.008610,2.496366,0.014840,0.000000,0.000000,0.000072,,0.000881,0.000000,,,,0.022613,0.038078,2.500000,0.006484,62.820522,0.000000,circle,预设轨迹15,forward
