timestamp,relative_time_s,run_key,run_label,tracking_mode,segment_index,speed_sign,speed_mps,nominal_speed_abs_mps,lookahead_base_m,arrival_dist_m,slow_down_dist_m,stanley_gain,stanley_softening_distance_m,stanley_term_rad,lateral_pid_kp,lateral_pid_ki,lateral_pid_kd,heading_pid_kp,heading_pid_ki,heading_pid_kd,yaw_rate_pid_kp,yaw_rate_pid_ki,yaw_rate_pid_kd,cmd_v_mps,cmd_w_radps,desired_v_mps,desired_w_radps,feedback_v_mps,feedback_w_radps,lateral_error_m,stanley_lateral_pd_output_radps,heading_error_rad,yaw_rate_error_radps,lateral_pid_output_radps,heading_pid_output_radps,yaw_rate_pid_output_radps,path_curvature_inv_m,path_ff_w_radps,profile_speed_mps,path_s_m,dist_to_goal_m,pose_age_s,segment_kind,segment_trajectory_name,motion_direction
1775476509.200385,0.000000,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.024590,0.166682,1.500000,0.166682,0.000000,0.000000,0.000000,,0.000000,0.000000,,,,1.666825,0.166682,1.500000,0.000000,56.543307,0.000000,circle,预设轨迹15,forward
1775476509.224045,0.023660,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.048777,0.166682,1.500000,0.166682,0.000000,0.000000,0.000000,,0.000000,0.000000,,,,1.666825,0.166682,1.500000,0.000000,56.543307,0.000000,circle,预设轨迹15,forward
1775476509.245246,0.044860,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.072566,0.166713,1.499866,0.167100,0.000000,0.000000,0.000100,,0.000011,0.000000,,,,1.667134,0.166682,1.500000,0.000054,56.543253,0.000000,circle,预设轨迹15,forward
1775476509.267697,0.067312,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.095963,0.166725,1.499813,0.166864,0.000000,0.000000,0.000135,,0.000018,0.000000,,,,1.667246,0.166682,1.500000,0.000087,56.543220,0.000000,circle,预设轨迹15,forward
1775476509.294371,0.093986,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.118976,0.166736,1.499778,0.166880,0.000000,0.000000,0.000171,,0.000016,0.000000,,,,1.401421,0.166682,1.500000,0.000118,56.543189,0.000000,circle,预设轨迹15,forward
1775476509.324211,0.123826,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.141612,0.166749,1.499733,0.166910,0.000000,0.000000,0.000211,,0.000017,0.000000,,,,1.177508,0.166682,1.500000,0.000149,56.543158,0.000000,circle,预设轨迹15,forward
1775476509.357022,0.156636,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.163854,0.166783,1.498380,0.167206,0.000000,0.000000,0.000322,,-0.000533,0.000000,,,,1.017875,0.166682,1.500000,0.000404,56.542903,0.000000,circle,预设轨迹15,forward
1775476509.377484,0.177099,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.185663,0.166866,1.494213,0.167912,0.000000,0.000000,0.000602,,-0.002153,0.000000,,,,0.898760,0.166682,1.500000,0.001627,56.541680,0.000000,circle,预设轨迹15,forward
1775476509.410108,0.209722,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.207115,0.166864,1.494213,0.166830,0.000000,0.000000,0.000602,,-0.002153,0.000000,,,,0.805659,0.166682,1.500000,0.001627,56.541680,0.000000,circle,预设轨迹15,forward
1775476509.430465,0.230080,1775476560.739744|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.228171,0.166939,1.491565,0.167886,0.000000,0.000000,0.000861,,-0.003152,0.000000,,,,0.731641,0.166682,1.500000,0.004356,56.538951,0.000000,circle,预设轨迹15,forward
