timestamp,relative_time_s,run_key,run_label,tracking_mode,segment_index,speed_sign,speed_mps,nominal_speed_abs_mps,lookahead_base_m,arrival_dist_m,slow_down_dist_m,stanley_gain,stanley_softening_distance_m,stanley_term_rad,lateral_pid_kp,lateral_pid_ki,lateral_pid_kd,heading_pid_kp,heading_pid_ki,heading_pid_kd,yaw_rate_pid_kp,yaw_rate_pid_ki,yaw_rate_pid_kd,cmd_v_mps,cmd_w_radps,desired_v_mps,desired_w_radps,feedback_v_mps,feedback_w_radps,lateral_error_m,stanley_lateral_pd_output_radps,heading_error_rad,yaw_rate_error_radps,lateral_pid_output_radps,heading_pid_output_radps,yaw_rate_pid_output_radps,path_curvature_inv_m,path_ff_w_radps,profile_speed_mps,path_s_m,dist_to_goal_m,pose_age_s,segment_kind,segment_trajectory_name,motion_direction
1775480135.646317,0.000000,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.024589,0.002465,1.499946,0.002465,0.000000,0.000000,0.000026,,-0.000012,0.000000,,,,0.024645,0.002459,1.500000,0.000000,62.827006,0.000000,circle,预设轨迹15,forward
1775480135.669805,0.023488,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.048775,0.002533,1.499946,0.003038,0.000000,0.000000,0.000026,,-0.000012,0.000000,,,,0.025325,0.004878,1.500000,0.000000,62.827006,0.000000,circle,预设轨迹15,forward
1775480135.691153,0.044836,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.072564,0.002693,1.499891,0.003881,0.000000,0.000000,0.000066,,-0.000019,0.000000,,,,0.026930,0.007257,1.500000,-0.000140,62.827146,0.000000,circle,预设轨迹15,forward
1775480135.712311,0.065994,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.095962,0.002917,1.499832,0.004567,0.000000,0.000000,0.000110,,-0.000026,0.000000,,,,0.029171,0.009597,1.500000,-0.000207,62.827213,0.000000,circle,预设轨迹15,forward
1775480135.736894,0.090576,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.118975,0.003209,1.499765,0.005347,0.000000,0.000000,0.000170,,-0.000030,0.000000,,,,0.026970,0.011898,1.500000,-0.000266,62.827273,0.000000,circle,预设轨迹15,forward
1775480135.766012,0.119695,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.141609,0.003554,1.499667,0.006074,0.000000,0.000000,0.000231,,-0.000046,0.000000,,,,0.025096,0.014162,1.500000,-0.000324,62.827330,0.000000,circle,预设轨迹15,forward
1775480135.786461,0.140144,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.163871,0.003969,1.499561,0.006985,0.000000,0.000000,0.000319,,-0.000055,0.000000,,,,0.024219,0.016388,1.500000,-0.000440,62.827447,0.000000,circle,预设轨迹15,forward
1775480135.813787,0.167470,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.185768,0.004363,1.499561,0.007216,0.000000,0.000000,0.000319,,-0.000055,0.000000,,,,0.023486,0.018578,1.500000,-0.000440,62.827447,0.000000,circle,预设轨迹15,forward
1775480135.834162,0.187845,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.207303,0.004842,1.499408,0.008298,0.000000,0.000000,0.000371,,-0.000098,0.000000,,,,0.023359,0.020732,1.500000,-0.000489,62.827495,0.000000,circle,预设轨迹15,forward
1775480135.864699,0.218382,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.228486,0.005320,1.499490,0.008752,0.000000,0.000000,0.000366,,-0.000066,0.000000,,,,0.023285,0.022850,1.500000,-0.000289,62.827296,0.000000,circle,预设轨迹15,forward
1775480135.885122,0.238805,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.249308,0.005899,1.498619,0.010039,0.000000,0.000000,0.000439,,-0.000401,0.000000,,,,0.023663,0.024933,1.500000,0.001360,62.825647,0.000000,circle,预设轨迹15,forward
1775480135.917662,0.271345,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.269788,0.006457,1.498619,0.010430,0.000000,0.000000,0.000439,,-0.000401,0.000000,,,,0.023935,0.026981,1.500000,0.001360,62.825647,0.000000,circle,预设轨迹15,forward
1775480135.937989,0.291672,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.289944,0.007008,1.499295,0.010910,0.000000,0.000000,0.000381,,0.000141,0.000000,,,,0.024169,0.028997,1.500000,0.005897,62.821110,0.000000,circle,预设轨迹15,forward
1775480135.964507,0.318190,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.309752,0.007642,1.498189,0.012125,0.000000,0.000000,0.000382,,0.000603,0.000000,,,,0.024672,0.030978,1.500000,0.009053,62.817953,0.000000,circle,预设轨迹15,forward
1775480135.985245,0.338927,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.329227,0.008335,1.497767,0.013208,0.000000,0.000000,0.000414,,0.000766,0.000000,,,,0.025316,0.032925,1.500000,0.012740,62.814266,0.000000,circle,预设轨迹15,forward
1775480136.005712,0.359395,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.348348,0.009165,1.495615,0.014982,0.000000,0.000000,0.000576,,0.001602,0.000000,,,,0.026309,0.034838,1.500000,0.021531,62.805476,0.000000,circle,预设轨迹15,forward
1775480136.026307,0.379990,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.367138,0.010008,1.494545,0.015902,0.000000,0.000000,0.000724,,0.001992,0.000000,,,,0.027261,0.036717,1.500000,0.026554,62.800452,0.000000,circle,预设轨迹15,forward
1775480136.053882,0.407565,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.385607,0.010887,1.493695,0.016999,0.000000,0.000000,0.000887,,0.002283,0.000000,,,,0.028233,0.038564,1.500000,0.031989,62.795018,0.000000,circle,预设轨迹15,forward
1775480136.077201,0.430884,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.403748,0.011785,1.492222,0.018007,0.000000,0.000000,0.001045,,0.002840,0.000000,,,,0.029188,0.040378,1.500000,0.037785,62.789222,0.000000,circle,预设轨迹15,forward
1775480136.102061,0.455744,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.421572,0.012778,1.491021,0.019641,0.000000,0.000000,0.001293,,0.003247,0.000000,,,,0.030311,0.042160,1.500000,0.043832,62.783174,0.000000,circle,预设轨迹15,forward
1775480136.137127,0.490810,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.439084,0.013819,1.489806,0.020980,0.000000,0.000000,0.001576,,0.003646,0.000000,,,,0.031471,0.043912,1.500000,0.050155,62.776852,0.000000,circle,预设轨迹15,forward
1775480136.161253,0.514936,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.456254,0.015173,1.486434,0.024464,0.000000,0.000000,0.002205,,0.004822,0.000000,,,,0.033256,0.045629,1.500000,0.063773,62.763233,0.000000,circle,预设轨迹15,forward
1775480136.182475,0.536157,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.473117,0.016275,1.484906,0.023805,0.000000,0.000000,0.002541,,0.005336,0.000000,,,,0.034400,0.047315,1.500000,0.071162,62.755844,0.000000,circle,预设轨迹15,forward
1775480136.202861,0.556543,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.489669,0.017357,1.482775,0.024730,0.000000,0.000000,0.002839,,0.006125,0.000000,,,,0.035447,0.048971,1.500000,0.078916,62.748090,0.000000,circle,预设轨迹15,forward
1775480136.237204,0.590886,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.505905,0.018444,1.480113,0.025818,0.000000,0.000000,0.003124,,0.007148,0.000000,,,,0.036457,0.050594,1.500000,0.094893,62.732113,0.000000,circle,预设轨迹15,forward
1775480136.257878,0.611561,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.521835,0.019337,1.477588,0.025381,0.000000,0.000000,0.003175,,0.008210,0.000000,,,,0.037056,0.052187,1.500000,0.103305,62.723701,0.000000,circle,预设轨迹15,forward
1775480136.278376,0.632059,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.537468,0.020242,1.475483,0.026347,0.000000,0.000000,0.003215,,0.009099,0.000000,,,,0.037662,0.053751,1.500000,0.111997,62.715009,0.000000,circle,预设轨迹15,forward
1775480136.309961,0.663643,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.552822,0.021108,1.474077,0.026930,0.000000,0.000000,0.003189,,0.009715,0.000000,,,,0.038183,0.055287,1.500000,0.120959,62.706048,0.000000,circle,预设轨迹15,forward
1775480136.343670,0.697353,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.567872,0.021969,1.470857,0.027734,0.000000,0.000000,0.003132,,0.011130,0.000000,,,,0.038686,0.056792,1.500000,0.139668,62.687339,0.000000,circle,预设轨迹15,forward
1775480136.372239,0.725922,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.582645,0.022993,1.469044,0.029835,0.000000,0.000000,0.003234,,0.011876,0.000000,,,,0.039463,0.058269,1.500000,0.149453,62.677553,0.000000,circle,预设轨迹15,forward
1775480136.409461,0.763144,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.597115,0.024284,1.465260,0.032882,0.000000,0.000000,0.003614,,0.013372,0.000000,,,,0.040669,0.059716,1.500000,0.169848,62.657158,0.000000,circle,预设轨迹15,forward
1775480136.433220,0.786903,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.611309,0.025429,1.462965,0.033035,0.000000,0.000000,0.003837,,0.014287,0.000000,,,,0.041598,0.061136,1.500000,0.180464,62.646542,0.000000,circle,预设轨迹15,forward
1775480136.453588,0.807270,1775480186.787776|完整运动,完整运动,circle_orbit,1,1.000000,1.500000,1.500000,,,,,,,,,,,,,,,,0.625195,0.026782,1.458363,0.035741,0.000000,0.000000,0.004275,,0.016134,0.000000,,,,0.042838,0.062524,1.500000,0.202314,62.624693,0.000000,circle,预设轨迹15,forward
